Country Name,Country Code,Series Name,Series Code,1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,938.752,1430.13,2170.864,3920.023,..
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,445943.87,320902.837,333876.683,304643.359,..
United Arab Emirates,ARE,CO2 emissions (kt),EN.ATM.CO2E.KT,70641.088,112562.232,116148.558,160812.618,..
United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,538117.582,541784.582,542580.321,493207.833,..
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,5132919.92,5693684.894,5789727.291,5395532.125,..
Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,7736479.68976249,8001478.97859395,11130780.6953084,14601050.5475819,..
Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,4591.084,5306.149,5775.525,6387.914,..
Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,103435.069,121828.741,117248.658,104168.469,..
Vanuatu,VUT,CO2 emissions (kt),EN.ATM.CO2E.KT,66.006,84.341,58.672,121.011,..
"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,133350.455,152422.522,165095.674,189070.52,..
Vietnam,VNM,CO2 emissions (kt),EN.ATM.CO2E.KT,29090.311,53644.543,98143.588,142737.975,..
Virgin Islands (U.S.),VIR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,..,792.072,2742.916,2035.185,..
World,WLD,CO2 emissions (kt),EN.ATM.CO2E.KT,23037524.13,24689911,29490014,33472376,..
"Yemen, Rep.",YEM,CO2 emissions (kt),EN.ATM.CO2E.KT,10465.618,14642.331,20043.822,23432.13,..
Zambia,ZMB,CO2 emissions (kt),EN.ATM.CO2E.KT,2170.864,1822.499,2288.208,2691.578,..
Zimbabwe,ZWE,CO2 emissions (kt),EN.ATM.CO2E.KT,15130.042,13923.599,10769.979,7777.707,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: Millennium Development Goals,,,,,,,,
Last Updated: 09/19/2018,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,License URL
EN.ATM.CO2E.KT,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),CO2 emissions (kt),"Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement. They include carbon dioxide produced during consumption of solid, liquid, and gas fuels and gas flaring.","Climate Watch Historical GHG Emissions (1990-2020). 2023. Washington, DC: World Resources Institute. Available online at: https://www.climatewatchdata.org/ghg-emissions",Environment: Emissions,Annual,Gap-filled total,"Carbon dioxide emissions, largely by-products of energy production and use, account for the largest share of greenhouse gases, which are associated with global warming. Anthropogenic carbon dioxide emissions result primarily from fossil fuel combustion and cement manufacturing. In combustion different fossil fuels release different amounts of carbon dioxide for the same level of energy use: oil releases about 50 percent more carbon dioxide than natural gas, and coal releases about twice as much. Cement manufacturing releases about half a metric ton of carbon dioxide for each metric ton of cement produced. Data for carbon dioxide emissions include gases from the burning of fossil fuels and cement manufacture, but excludes emissions from land use such as deforestation. The unit of measurement is kt (kiloton). Carbon dioxide emissions are often calculated and reported as elemental carbon. The were converted to actual carbon dioxide mass by multiplying them by 3.667 (the ratio of the mass of carbon to that of carbon dioxide).","Carbon dioxide (CO2) is naturally occurring gas fixed by photosynthesis into organic matter. A byproduct of fossil fuel combustion and biomass burning, it is also emitted from land use changes and other industrial processes. It is the principal anthropogenic greenhouse gas that affects the Earth's radiative balance. It is the reference gas against which other greenhouse gases are measured, thus having a Global Warming Potential of 1.

Burning of carbon-based fuels since the industrial revolution has rapidly increased concentrations of atmospheric carbon dioxide, increasing the rate of global warming and causing anthropogenic climate change. It is also a major source of ocean acidification since it dissolves in water to form carbonic acid.

The addition of man-made greenhouse gases to the Atmosphere disturbs the earth's radiative balance. This is leading to an increase in the earth's surface temperature and to related effects on climate, sea level rise and world agriculture. Emissions of CO2 are from burning oil, coal and gas for energy use, burning wood and waste materials, and from industrial processes such as cement production.

Emission intensity is the average emission rate of a given pollutant from a given source relative to the intensity of a specific activity. Emission intensities are also used to compare the environmental impact of different fuels or activities. The related terms - emission factor and carbon intensity - are often used interchangeably.

The carbon dioxide emissions of a country are only an indicator of one greenhouse gas. For a more complete idea of how a country influences climate change, gases such as methane and nitrous oxide should be taken into account. This is particularly important in agricultural economies.

The environmental effects of carbon dioxide are of significant interest. Carbon dioxide (CO2) makes up the largest share of the greenhouse gases contributing to global warming and climate change. Converting all other greenhouse gases (methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulphur hexafluoride (SF6)) to carbon dioxide (or CO2) equivalents makes it possible to compare them and to determine their individual and total contributions to global warming. The Kyoto Protocol, an environmental agreement adopted in 1997 by many of the parties to the United Nations Framework Convention on Climate Change (UNFCCC), is working towards curbing CO2 emissions globally.",This series excludes Land-use Change & Forestry (LUCF). 

The world data includes international bunker fuel-related emissions and emissions from territories not part of the United Nations Framework Convention on Climate Change (UNFCCC).,https://creativecommons.org/licenses/by-nc/4.0/
